"id","Gender","Event","Location","Year","Medal","Name","Nationality","Result "
"617","M","400M Men","Amsterdam","1928","S","James BALL","CAN","48"
"618","M","400M Men","Amsterdam","1928","B","Joachim BÃCHNER","GER","48.2"
"619","M","400M Men","Antwerp","1920","G","Bevil RUDD","RSA","00:49.6"
"620","M","400M Men","Antwerp","1920","S","Guy BUTLER","GBR","00:49.9"
"621","M","400M Men","Antwerp","1920","B","Nils ENGDAHL","SWE","00:50.0"
"622","M","400M Men","London","1908","G","Wyndham HALSWELLE","GBR","50"
"623","M","400M Men","Paris","1900","G","Maxwell Warburn LONG","USA","49.4"
"624","M","400M Men","Paris","1900","S","William HOLLAND","USA","49.6"
"625","M","400M Men","Paris","1900","B","Ernst SCHULTZ","DEN","None"
"626","M","400M Men","London","2012","G","Kirani JAMES","GRN","43.94"
"627","M","400M Men","London","2012","S","Luguelin SANTOS","DOM","44.46"
"628","M","400M Men","London","2012","B","Lalonde GORDON","TTO","44.52"
"629","M","400M Men","Athens","2004","G","Jeremy WARINER","USA","44"
"630","M","400M Men","Athens","2004","S","Otis HARRIS","USA","44.16"
"631","M","400M Men","Athens","2004","B","Derrick BREW","USA","44.42"
"632","M","400M Men","Atlanta","1996","G","Michael JOHNSON","USA","43.49"
"633","M","400M Men","Atlanta","1996","S","Roger BLACK","GBR","44.41"
"634","M","400M Men","Atlanta","1996","B","Davis KAMOGA","UGA","44.53"
"635","M","400M Men","Moscow","1980","G","Viktor MARKIN","URS","44.6"
"636","M","400M Men","Moscow","1980","S","Rick MITCHELL","AUS","44.84"
"637","M","400M Men","Moscow","1980","B","Frank SCHAFFER","GDR","44.87"
"638","M","400M Men","Munich","1972","G","Vince MATTHEWS","USA","44.66"
"639","M","400M Men","Munich","1972","S","Wayne COLLETT","USA","44.8"
"640","M","400M Men","Munich","1972","B","Julius SANG","KEN","44.92"
"641","M","400M Men","Tokyo","1964","G","Mike LARRABEE","USA","45.1"
"642","M","400M Men","Tokyo","1964","S","Wendell MOTTLEY","TTO","45.2"
"643","M","400M Men","Tokyo","1964","B","Andrzej BADENSKI","POL","45.6"
"644","M","400M Men","Melbourne / Stockholm","1956","G","Charles JENKINS","USA","46.7"
"645","M","400M Men","Melbourne / Stockholm","1956","S","Karl-Friedrich HAAS","EUA","46.8"
"646","M","400M Men","Melbourne / Stockholm","1956","B","Voitto HELLSTEN","FIN","47"
"647","M","400M Men","Melbourne / Stockholm","1956","B","Ardalion IGNATYEV","URS","47"
"648","M","400M Men","London","1948","G","Arthur WINT","JAM","46.2"
"649","M","400M Men","London","1948","S","Herbert MCKENLEY","JAM","46.4"
"650","M","400M Men","London","1948","B","Mal WHITFIELD","USA","46.9"
"651","M","400M Men","Los Angeles","1932","G","William Arthur CARR","USA","46.2"
"652","M","400M Men","Los Angeles","1932","S","Benjamin Bangs EASTMAN","USA","46.4"
"653","M","400M Men","Los Angeles","1932","B","Alex WILSON","CAN","47.4"
"654","M","400M Men","Paris","1924","G","Eric LIDDELL","GBR","47.6"
"655","M","400M Men","Paris","1924","S","Horatio FITCH","USA","48.4"
"656","M","400M Men","Paris","1924","B","Guy BUTLER","GBR","48.6"
"657","M","400M Men","Stockholm","1912","G","Charles REIDPATH","USA","00:48.2"
"658","M","400M Men","Stockholm","1912","S","Hanns BRAUN","GER","00:48.3"
"659","M","400M Men","Stockholm","1912","B","Edward LINDBERG","USA","00:48.4"
"660","M","400M Men","St Louis","1904","G","Harry HILLMAN","USA","49.2"
"661","M","400M Men","St Louis","1904","S","Frank WALLER","USA","49.9"
"662","M","400M Men","St Louis","1904","B","Herman GROMAN","USA","50"
"663","M","400M Men","Athens","1896","G","Thomas BURKE","USA","54.2"
"664","M","400M Men","Athens","1896","S","Herbert JAMISON","USA","55.2"
"665","M","400M Men","Athens","1896","B","Charles GMELIN","GBR","55.6"
"666","M","4X100M Relay Men","Rio","2016","G","null","JAM","37.27"
"667","M","4X100M Relay Men","Rio","2016","S","null","JPN","37.6"
"668","M","4X100M Relay Men","Rio","2016","B","null","CAN","37.64"
"669","M","4X100M Relay Men","Beijing","2008","S","null","TTO","38.06"
"670","M","4X100M Relay Men","Beijing","2008","B","null","JPN","38.15"
"671","M","4X100M Relay Men","Sydney","2000","G","null","USA","37.61"
"672","M","4X100M Relay Men","Sydney","2000","S","null","BRA","37.9"
"673","M","4X100M Relay Men","Sydney","2000","B","null","CUB","38.04"
"674","M","4X100M Relay Men","Barcelona","1992","G","null","USA","37.4"
"675","M","4X100M Relay Men","Barcelona","1992","S","null","NGR","37.98"
"676","M","4X100M Relay Men","Barcelona","1992","B","null","CUB","38"
"677","M","4X100M Relay Men","Los Angeles","1984","G","null","USA","37.83"
"678","M","4X100M Relay Men","Los Angeles","1984","S","null","JAM","38.62"
"679","M","4X100M Relay Men","Los Angeles","1984","B","null","CAN","38.7"
"680","M","4X100M Relay Men","Montreal","1976","G","null","USA","38.33"
"681","M","4X100M Relay Men","Montreal","1976","S","null","GDR","38.66"
"682","M","4X100M Relay Men","Montreal","1976","B","null","URS","38.78"
"683","M","4X100M Relay Men","Mexico","1968","G","null","USA","38.2"
"684","M","4X100M Relay Men","Mexico","1968","S","null","CUB","38.3"
"685","M","4X100M Relay Men","Mexico","1968","B","null","FRA","38.4"
"686","M","4X100M Relay Men","Rome","1960","G","null","EUA","39.5"
"687","M","4X100M Relay Men","Rome","1960","S","null","URS","40.1"
"688","M","4X100M Relay Men","Rome","1960","B","null","GBR","40.2"
"689","M","4X100M Relay Men","Helsinki","1952","G","null","USA","40.1"
"690","M","4X100M Relay Men","Helsinki","1952","S","null","URS","40.3"
"691","M","4X100M Relay Men","Helsinki","1952","B","null","HUN","40.5"
"692","M","4X100M Relay Men","Berlin","1936","G","null","USA","39.8"
"693","M","4X100M Relay Men","Berlin","1936","S","null","ITA","41.1"
"694","M","4X100M Relay Men","Berlin","1936","B","null","GER","41.2"
"695","M","4X100M Relay Men","Amsterdam","1928","G","null","USA","41"
"696","M","4X100M Relay Men","Amsterdam","1928","S","null","GER","None"
"697","M","4X100M Relay Men","Amsterdam","1928","B","null","GBR","None"
"698","M","4X100M Relay Men","Antwerp","1920","G","null","USA","00:42.2"
"699","M","4X100M Relay Men","Antwerp","1920","S","null","FRA","00:42.6"
"700","M","4X100M Relay Men","Antwerp","1920","B","null","SWE","00:42.9"
"701","M","4X100M Relay Men","London","2012","G","null","JAM","36.84"
"702","M","4X100M Relay Men","London","2012","S","null","TTO","38.12"
"703","M","4X100M Relay Men","London","2012","B","null","FRA","38.16"
"704","M","4X100M Relay Men","Athens","2004","G","null","GBR","38.07"
"705","M","4X100M Relay Men","Athens","2004","S","null","USA","38.08"
"706","M","4X100M Relay Men","Athens","2004","B","null","NGR","38.23"
"707","M","4X100M Relay Men","Atlanta","1996","G","null","CAN","37.69"
"708","M","4X100M Relay Men","Atlanta","1996","S","null","USA","38.05"
"709","M","4X100M Relay Men","Atlanta","1996","B","null","BRA","38.41"
"710","M","4X100M Relay Men","Moscow","1980","G","null","URS","38.26"
"711","M","4X100M Relay Men","Moscow","1980","S","null","POL","38.33"
"712","M","4X100M Relay Men","Moscow","1980","B","null","FRA","38.53"
"713","M","4X100M Relay Men","Munich","1972","G","null","USA","38.19"
"714","M","4X100M Relay Men","Munich","1972","S","null","URS","38.5"
"715","M","4X100M Relay Men","Munich","1972","B","null","FRG","38.79"
"716","M","4X100M Relay Men","Tokyo","1964","G","null","USA","39"
"717","M","4X100M Relay Men","Tokyo","1964","S","null","POL","39.3"
"718","M","4X100M Relay Men","Tokyo","1964","B","null","FRA","39.3"
"719","M","4X100M Relay Men","Melbourne / Stockholm","1956","G","null","USA","39.5"
"720","M","4X100M Relay Men","Melbourne / Stockholm","1956","S","null","URS","39.8"
"721","M","4X100M Relay Men","Melbourne / Stockholm","1956","B","null","EUA","40.3"
"722","M","4X100M Relay Men","London","1948","G","null","USA","40.6"
"723","M","4X100M Relay Men","London","1948","S","null","GBR","41.3"
"724","M","4X100M Relay Men","London","1948","B","null","ITA","41.5"
"725","M","4X100M Relay Men","Los Angeles","1932","G","null","USA","40"
"726","M","4X100M Relay Men","Los Angeles","1932","S","null","GER","40.9"
"727","M","4X100M Relay Men","Los Angeles","1932","B","null","ITA","41.2"
"728","M","4X100M Relay Men","Paris","1924","G","null","USA","41"
"729","M","4X100M Relay Men","Paris","1924","S","null","GBR","41.2"
"730","M","4X100M Relay Men","Paris","1924","B","null","NED","41.8"
"731","M","4X100M Relay Men","Stockholm","1912","G","null","GBR","00:42.4"
"732","M","4X100M Relay Men","Stockholm","1912","S","null","SWE","00:42.6"
"733","M","4X400M Relay Men","Rio","2016","G","null","USA","None"
"734","M","4X400M Relay Men","Rio","2016","S","null","JAM","None"
"735","M","4X400M Relay Men","Rio","2016","B","null","BAH","None"
"736","M","4X400M Relay Men","Beijing","2008","G","null","USA","02:55.4"
"737","M","4X400M Relay Men","Beijing","2008","S","null","BAH","02:58.0"
"738","M","4X400M Relay Men","Sydney","2000","G","null","NGR","02:58.7"
"739","M","4X400M Relay Men","Sydney","2000","S","null","JAM","02:58.8"
"740","M","4X400M Relay Men","Sydney","2000","B","null","BAH","02:59.2"
"741","M","4X400M Relay Men","Barcelona","1992","G","null","USA","02:55.7"
"742","M","4X400M Relay Men","Barcelona","1992","S","null","CUB","02:59.5"
"743","M","4X400M Relay Men","Barcelona","1992","B","null","GBR","02:59.7"
"744","M","4X400M Relay Men","Los Angeles","1984","G","null","USA","02:57.9"
"745","M","4X400M Relay Men","Los Angeles","1984","S","null","GBR","02:59.1"
"746","M","4X400M Relay Men","Los Angeles","1984","B","null","NGR","02:59.3"
"747","M","4X400M Relay Men","Montreal","1976","G","null","USA","02:58.6"
"748","M","4X400M Relay Men","Montreal","1976","S","null","POL","03:01.4"
"749","M","4X400M Relay Men","Montreal","1976","B","null","FRG","03:02.0"
"750","M","4X400M Relay Men","Mexico","1968","G","null","USA","02:56.1"
"751","M","4X400M Relay Men","Mexico","1968","S","null","KEN","02:59.6"
"752","M","4X400M Relay Men","Mexico","1968","B","null","FRG","03:00.5"
"753","M","4X400M Relay Men","Rome","1960","G","null","USA","03:02.2"
"754","M","4X400M Relay Men","Rome","1960","S","null","EUA","03:02.7"
"755","M","4X400M Relay Men","Rome","1960","B","null","BWI","03:04.0"
"756","M","4X400M Relay Men","Helsinki","1952","G","null","JAM","03:03.9"
"757","M","4X400M Relay Men","Helsinki","1952","S","null","USA","03:04.0"
"758","M","4X400M Relay Men","Helsinki","1952","B","null","GER","03:06.6"
"759","M","4X400M Relay Men","Berlin","1936","G","null","GBR","03:09.0"
"760","M","4X400M Relay Men","Berlin","1936","S","null","USA","03:11.0"
"761","M","4X400M Relay Men","Berlin","1936","B","null","GER","03:11.8"
"762","M","4X400M Relay Men","Amsterdam","1928","G","null","USA","03:14.2"
"763","M","4X400M Relay Men","Amsterdam","1928","S","null","GER","None"
"764","M","4X400M Relay Men","Amsterdam","1928","B","null","CAN","None"
"765","M","4X400M Relay Men","Antwerp","1920","G","null","GBR","03:22.2"
"766","M","4X400M Relay Men","Antwerp","1920","S","null","RSA","3:23.0 est"
"767","M","4X400M Relay Men","Antwerp","1920","B","null","FRA","3:23.5 est"
"768","M","4X400M Relay Men","London","1908","G","null","USA","03:29.4"
"769","M","4X400M Relay Men","London","1908","S","null","GER","None"
"770","M","4X400M Relay Men","London","1908","B","null","HUN","None"
"771","M","4X400M Relay Men","London","2012","G","null","BAH","02:56.7"
"772","M","4X400M Relay Men","London","2012","S","null","USA","02:57.1"
"773","M","4X400M Relay Men","London","2012","B","null","TTO","02:59.4"
"774","M","4X400M Relay Men","Athens","2004","G","null","USA","02:55.9"
"775","M","4X400M Relay Men","Athens","2004","S","null","AUS","03:00.6"
"776","M","4X400M Relay Men","Athens","2004","B","null","NGR","03:00.9"
"777","M","4X400M Relay Men","Atlanta","1996","G","null","USA","02:56.0"
"778","M","4X400M Relay Men","Atlanta","1996","S","null","GBR","02:56.6"
"779","M","4X400M Relay Men","Atlanta","1996","B","null","JAM","02:59.4"
"780","M","4X400M Relay Men","Moscow","1980","G","null","URS","03:01.1"
"781","M","4X400M Relay Men","Moscow","1980","S","null","GDR","03:01.3"
"782","M","4X400M Relay Men","Moscow","1980","B","null","ITA","03:04.3"
"783","M","4X400M Relay Men","Munich","1972","G","null","KEN","02:59.8"
"784","M","4X400M Relay Men","Munich","1972","S","null","GBR","03:00.5"
"785","M","4X400M Relay Men","Munich","1972","B","null","FRA","03:00.7"
"786","M","4X400M Relay Men","Tokyo","1964","G","null","USA","03:00.7"
"787","M","4X400M Relay Men","Tokyo","1964","S","null","GBR","03:01.6"
"788","M","4X400M Relay Men","Tokyo","1964","B","null","TTO","03:01.7"
"789","M","4X400M Relay Men","Melbourne / Stockholm","1956","G","null","USA","03:04.8"
"790","M","4X400M Relay Men","Melbourne / Stockholm","1956","S","null","AUS","03:06.2"
"791","M","4X400M Relay Men","Melbourne / Stockholm","1956","B","null","GBR","03:07.2"
"792","M","4X400M Relay Men","London","1948","G","null","USA","03:10.4"
"793","M","4X400M Relay Men","London","1948","S","null","FRA","03:14.8"
"794","M","4X400M Relay Men","London","1948","B","null","SWE","03:16.0"
"795","M","4X400M Relay Men","Los Angeles","1932","G","null","USA","03:08.2"
"796","M","4X400M Relay Men","Los Angeles","1932","S","null","GBR","03:11.2"
"797","M","4X400M Relay Men","Los Angeles","1932","B","null","CAN","03:12.8"
"798","M","4X400M Relay Men","Paris","1924","G","null","USA","03:16.0"
"799","M","4X400M Relay Men","Paris","1924","S","null","SWE","03:17.0"
"800","M","4X400M Relay Men","Paris","1924","B","null","GBR","03:17.4"
"801","M","4X400M Relay Men","Stockholm","1912","G","null","USA","03:16.6"
"802","M","4X400M Relay Men","Stockholm","1912","S","null","FRA","03:20.7"
"803","M","4X400M Relay Men","Stockholm","1912","B","null","GBR","03:23.2"
"804","M","5000M Men","Rio","2016","G","Mohamed FARAH","GBR","13:03.3"
"805","M","5000M Men","Rio","2016","S","Paul Kipkemoi CHELIMO","USA","13:03.9"
"806","M","5000M Men","Rio","2016","B","Hagos GEBRHIWET","ETH","13:04.4"
"807","M","5000M Men","Beijing","2008","G","Kenenisa BEKELE","ETH","12:57.8"
"808","M","5000M Men","Beijing","2008","S","Eliud Kipchoge ROTICH","KEN","13:02.8"
"809","M","5000M Men","Beijing","2008","B","Edwin Cheruiyot SOI","KEN","13:06.2"
"810","M","5000M Men","Sydney","2000","G","Millon WOLDE","ETH","13:35.5"
"811","M","5000M Men","Sydney","2000","S","Ali SAIDI-SIEF","ALG","13:36.2"
"812","M","5000M Men","Sydney","2000","B","Brahim LAHLAFI","MAR","13:36.5"
"813","M","5000M Men","Barcelona","1992","G","Dieter BAUMANN","GER","13:12.5"
"814","M","5000M Men","Barcelona","1992","S","Paul BITOK","KEN","13:12.7"
"815","M","5000M Men","Barcelona","1992","B","Fita BAYISSA","ETH","13:13.0"
"816","M","5000M Men","Los Angeles","1984","G","SaÃ¯d AOUITA","MAR","13:05.6"
"817","M","5000M Men","Los Angeles","1984","S","Markus RYFFEL","SUI","13:07.5"
"818","M","5000M Men","Los Angeles","1984","B","AntÃ³nio LEITÃO","POR","13:09.2"
"819","M","5000M Men","Montreal","1976","G","Lasse VIREN","FIN","13:24.8"
"820","M","5000M Men","Montreal","1976","S","Dick Theodorus QUAX","NZL","13:25.2"
"821","M","5000M Men","Montreal","1976","B","Klaus-Peter HILDENBRAND","FRG","13:25.4"
"822","M","5000M Men","Mexico","1968","G","Mohamed GAMMOUDI","TUN","14:05.0"
"823","M","5000M Men","Mexico","1968","S","Kip KEINO","KEN","14:05.2"
"824","M","5000M Men","Mexico","1968","B","Naftali TEMU","KEN","14:06.4"
"825","M","5000M Men","Rome","1960","G","Murray HALBERG","NZL","13:43.4"
"826","M","5000M Men","Rome","1960","S","Hans GRODOTZKI","EUA","13:44.6"
"827","M","5000M Men","Rome","1960","B","Kazimierz ZIMNY","POL","13:44.8"
"828","M","5000M Men","Helsinki","1952","G","Emil ZÃTOPEK","TCH","14:06.6"
"829","M","5000M Men","Helsinki","1952","S","Alain MIMOUN","FRA","14:07.4"
"830","M","5000M Men","Helsinki","1952","B","Herbert SCHADE","GER","14:08.6"
"831","M","5000M Men","Berlin","1936","G","Gunnar HÃCKERT","FIN","14:22.2"
"832","M","5000M Men","Berlin","1936","S","Lauri LEHTINEN","FIN","14:25.8"
"833","M","5000M Men","Berlin","1936","B","Henry JONSSON-KÃLARNE","SWE","14:29.0"
"834","M","5000M Men","Amsterdam","1928","G","Ville RITOLA","FIN","14:38.0"
"835","M","5000M Men","Amsterdam","1928","S","Paavo NURMI","FIN","14:40.0"
"836","M","5000M Men","Amsterdam","1928","B","Edvin WIDE","SWE","14:41.2"
"837","M","5000M Men","Antwerp","1920","G","Joseph GUILLEMOT","FRA","14:55.6"
"838","M","5000M Men","Antwerp","1920","S","Paavo NURMI","FIN","15:00.0"
"839","M","5000M Men","Antwerp","1920","B","Eric BACKMAN","SWE","15:13.0"
"840","M","5000M Men","London","2012","G","Mohamed FARAH","GBR","13:41.7"
"841","M","5000M Men","London","2012","S","Dejen GEBREMESKEL","ETH","13:42.0"
"842","M","5000M Men","London","2012","B","Thomas Pkemei LONGOSIWA","KEN","13:42.4"
"843","M","5000M Men","Athens","2004","G","Hicham EL GUERROUJ","MAR","13:14.4"
"844","M","5000M Men","Athens","2004","S","Kenenisa BEKELE","ETH","13:14.6"
"845","M","5000M Men","Athens","2004","B","Eliud Kipchoge ROTICH","KEN","13:15.1"
"846","M","5000M Men","Atlanta","1996","G","Venuste NIYONGABO","BDI","13:08.0"
"847","M","5000M Men","Atlanta","1996","S","Paul BITOK","KEN","13:08.2"
"848","M","5000M Men","Atlanta","1996","B","Khalid BOULAMI","MAR","13:08.4"
"849","M","5000M Men","Moscow","1980","G","Miruts YIFTER","ETH","13:21.0"
"850","M","5000M Men","Moscow","1980","S","Suleiman NYAMBUI","TAN","13:21.6"
"851","M","5000M Men","Moscow","1980","B","Kaarlo MAANINKA","FIN","13:22.0"
"852","M","5000M Men","Munich","1972","G","Lasse VIREN","FIN","13:26.4"
"853","M","5000M Men","Munich","1972","S","Mohamed GAMMOUDI","TUN","13:27.3"
"854","M","5000M Men","Munich","1972","B","Ian STEWART","GBR","13:27.6"
"855","M","5000M Men","Tokyo","1964","G","Robert Keyser SCHUL","USA","13:48.8"
"856","M","5000M Men","Tokyo","1964","S","Harald NORPOTH","EUA","13:49.6"
"857","M","5000M Men","Tokyo","1964","B","Bill DELLINGER","USA","13:49.8"
"858","M","5000M Men","Melbourne / Stockholm","1956","G","Vladimir KUTS","URS","13:39.6"
"859","M","5000M Men","Melbourne / Stockholm","1956","S","Gordon PIRIE","GBR","13:50.6"
"860","M","5000M Men","Melbourne / Stockholm","1956","B","Derek IBBOTSON","GBR","13:54.4"
"861","M","5000M Men","London","1948","G","Gaston REIFF","BEL","14:17.6"
"862","M","5000M Men","London","1948","S","Emil ZÃTOPEK","TCH","14:17.8"
"863","M","5000M Men","London","1948","B","Willem SLIJKHUIS","NED","14:26.8"
"864","M","5000M Men","Los Angeles","1932","G","Lauri LEHTINEN","FIN","14:30.0"
"865","M","5000M Men","Los Angeles","1932","S","Ralph HILL","USA","14:30.0"
"866","M","5000M Men","Los Angeles","1932","B","Lauri VIRTANEN","FIN","14:44.0"
"867","M","5000M Men","Paris","1924","G","Paavo NURMI","FIN","14:31.2"
"868","M","5000M Men","Paris","1924","S","Ville RITOLA","FIN","14:31.4"
"869","M","5000M Men","Paris","1924","B","Edvin WIDE","SWE","15:01.8"
"870","M","5000M Men","Stockholm","1912","G","Hannes KOLEHMAINEN","FIN","14:36.6"
"871","M","5000M Men","Stockholm","1912","S","Jean BOUIN","FRA","14:36.7"
"872","M","5000M Men","Stockholm","1912","B","George HUTSON","GBR","15:07.6"
"873","M","50Km Race Walk Men","Rio","2016","G","Matej TOTH","SVK","3:40:58"
"874","M","50Km Race Walk Men","Rio","2016","S","Jared TALLENT","AUS","3:41:16"
"875","M","50Km Race Walk Men","Rio","2016","B","Hirooki ARAI","JPN","3:41:24"
"876","M","50Km Race Walk Men","Beijing","2008","G","Alex SCHWAZER","ITA","3h37:09"
"877","M","50Km Race Walk Men","Beijing","2008","S","Jared TALLENT","AUS","3h39:27"
"878","M","50Km Race Walk Men","Beijing","2008","B","Denis NIZHEGORODOV","RUS","3h40:14"
"879","M","50Km Race Walk Men","Sydney","2000","G","Robert KORZENIOWSKI","POL","03h42:22"
"880","M","50Km Race Walk Men","Sydney","2000","S","Aigars FADEJEVS","LAT","03h43:40"
"881","M","50Km Race Walk Men","Sydney","2000","B","Joel SANCHEZ GUERRERO","MEX","03h44:36"
"882","M","50Km Race Walk Men","Barcelona","1992","G","Andrey PERLOV","EUN","3:50:13"
"883","M","50Km Race Walk Men","Barcelona","1992","S","Carlos MERCENARIO","MEX","3:52:09"
"884","M","50Km Race Walk Men","Barcelona","1992","B","Ronald WEIGEL","GER","3:53:45"
"885","M","50Km Race Walk Men","Los Angeles","1984","G","RaÃºl GONZÃLEZ","MEX","3:47:26"
"886","M","50Km Race Walk Men","Los Angeles","1984","S","Bo GUSTAFSSON","SWE","3:53:19"
"887","M","50Km Race Walk Men","Los Angeles","1984","B","Sandro BELLUCCI","ITA","3:53:45"
"888","M","50Km Race Walk Men","Munich","1972","G","Bernd KANNENBERG","FRG","56:11.6"
"889","M","50Km Race Walk Men","Munich","1972","S","Veniamin SOLDATENKO","URS","58:24.0"
"890","M","50Km Race Walk Men","Munich","1972","B","Larry YOUNG","USA","00:46.0"
"891","M","50Km Race Walk Men","Tokyo","1964","G","Abdon PAMICH","ITA","11:12.4"
"892","M","50Km Race Walk Men","Tokyo","1964","S","Paul Vincent NIHILL","GBR","11:31.2"
"893","M","50Km Race Walk Men","Tokyo","1964","B","Ingvar PETTERSSON","SWE","14:17.4"
"894","M","50Km Race Walk Men","Melbourne / Stockholm","1956","G","Norman READ","NZL","30:42.8"
"895","M","50Km Race Walk Men","Melbourne / Stockholm","1956","S","Yevgeni MASKINSKOV","URS","32:57.0"
"896","M","50Km Race Walk Men","Melbourne / Stockholm","1956","B","John LJUNGGREN","SWE","35:02.0"
"897","M","50Km Race Walk Men","London","1948","G","John LJUNGGREN","SWE","4:41:52"
"898","M","50Km Race Walk Men","London","1948","S","Gaston GODEL","SUI","4:48:17"
"899","M","50Km Race Walk Men","London","1948","B","Terence Lloyd JOHNSON","GBR","4:48:31"
"900","M","50Km Race Walk Men","Los Angeles","1932","G","Thomas William GREEN","GBR","4:50:10"
"901","M","50Km Race Walk Men","Los Angeles","1932","S","Janis DALINS","LAT","4:57:20"
"902","M","50Km Race Walk Men","Los Angeles","1932","B","Ugo FRIGERIO","ITA","4:59:06"
"903","M","50Km Race Walk Men","London","2012","G","Jared TALLENT","AUS","3:36:53"
"904","M","50Km Race Walk Men","London","2012","S","Tianfeng SI","CHN","3:37:16"
"905","M","50Km Race Walk Men","London","2012","B","Robert HEFFERNAN","IRL","3:37:54"
"906","M","50Km Race Walk Men","Athens","2004","G","Robert KORZENIOWSKI","POL","3h38:46"
"907","M","50Km Race Walk Men","Athens","2004","S","Denis NIZHEGORODOV","RUS","3h42:50"
"908","M","50Km Race Walk Men","Athens","2004","B","Aleksey VOYEVODIN","RUS","3h43:34"
"909","M","50Km Race Walk Men","Atlanta","1996","G","Robert KORZENIOWSKI","POL","3:43:30"
"910","M","50Km Race Walk Men","Atlanta","1996","S","Mikhail SHCHENNIKOV","RUS","3:43:46"
"911","M","50Km Race Walk Men","Atlanta","1996","B","Valentin MASSANA","ESP","3:44:19"
"912","M","50Km Race Walk Men","Seoul","1988","G","Vyacheslav IVANENKO","URS","3:38:29"
"913","M","50Km Race Walk Men","Seoul","1988","S","Ronald WEIGEL","GDR","3:38:56"
"914","M","50Km Race Walk Men","Seoul","1988","B","Hartwig GAUDER","GDR","3:39:45"
"915","M","50Km Race Walk Men","Moscow","1980","G","Hartwig GAUDER","GDR","49:24.0"
"916","M","50Km Race Walk Men","Moscow","1980","S","Jorge LLOPART","ESP","51:25.0"
"917","M","50Km Race Walk Men","Moscow","1980","B","Yevgeny Mikhaylovich IVCHENKO","URS","56:32.0"
"918","M","50Km Race Walk Men","Mexico","1968","G","Christoph HÃHNE","GDR","20:13.6"
"919","M","50Km Race Walk Men","Mexico","1968","S","Antal KISS","HUN","30:17.0"
"920","M","50Km Race Walk Men","Mexico","1968","B","Larry YOUNG","USA","31:55.4"
"921","M","50Km Race Walk Men","Rome","1960","G","Donald James THOMPSON","GBR","25:30.0"
"922","M","50Km Race Walk Men","Rome","1960","S","John LJUNGGREN","SWE","25:47.0"
"923","M","50Km Race Walk Men","Rome","1960","B","Abdon PAMICH","ITA","27:55.4"
"924","M","50Km Race Walk Men","Helsinki","1952","G","Giuseppe DORDONI","ITA","28:07.8"
"925","M","50Km Race Walk Men","Helsinki","1952","S","Josef DOLEZAL","TCH","30:17.8"
"926","M","50Km Race Walk Men","Helsinki","1952","B","Antal RÃKA","HUN","31:27.2"
"927","M","50Km Race Walk Men","Berlin","1936","G","Harold WHITLOCK","GBR","30:41.4"
"928","M","50Km Race Walk Men","Berlin","1936","S","Arthur SCHWAB","SUI","32:09.2"
"929","M","50Km Race Walk Men","Berlin","1936","B","Adalberts BUBENKO","LAT","32:42.2"
"930","M","800M Men","Rio","2016","G","David Lekuta RUDISHA","KEN","01:42.2"
"931","M","800M Men","Rio","2016","S","Taoufik MAKHLOUFI","ALG","01:42.6"
"932","M","800M Men","Rio","2016","B","Clayton MURPHY","USA","01:42.9"
"933","M","800M Men","Beijing","2008","G","Wilfred BUNGEI","KEN","01:44.7"
"934","M","800M Men","Beijing","2008","S","Ismail Ahmed ISMAIL","SUD","01:44.7"
"935","M","800M Men","Beijing","2008","B","Alfred Kirwa YEGO","KEN","01:44.8"
"936","M","800M Men","Sydney","2000","G","Nils SCHUMANN","GER","01:45.1"
"937","M","800M Men","Sydney","2000","S","Wilson KIPKETER","DEN","01:45.1"
"938","M","800M Men","Sydney","2000","B","Djabir SAID GUERNI","ALG","01:45.2"
"939","M","800M Men","Barcelona","1992","G","William TANUI","KEN","01:43.7"
"940","M","800M Men","Barcelona","1992","S","Nixon KIPROTICH","KEN","01:43.7"
"941","M","800M Men","Barcelona","1992","B","Johnny GRAY","USA","01:44.0"
"942","M","800M Men","Los Angeles","1984","G","Joaquim CRUZ","BRA","01:43.0"
"943","M","800M Men","Los Angeles","1984","S","Sebastian COE","GBR","01:43.6"
"944","M","800M Men","Los Angeles","1984","B","Earl JONES","USA","01:43.8"
"945","M","800M Men","Montreal","1976","G","Alberto JUANTORENA","CUB","01:43.5"
"946","M","800M Men","Montreal","1976","S","Ivo VAN DAMME","BEL","01:43.9"
"947","M","800M Men","Montreal","1976","B","Richard Charles WOHLHUTER","USA","01:44.1"
"948","M","800M Men","Mexico","1968","G","Ralph DOUBELL","AUS","01:44.3"
"949","M","800M Men","Mexico","1968","S","Wilson KIPRUGUT","KEN","01:44.5"
"950","M","800M Men","Mexico","1968","B","Thomas Francis FARRELL","USA","01:45.4"
"951","M","800M Men","Rome","1960","G","Peter SNELL","NZL","01:46.3"
"952","M","800M Men","Rome","1960","S","Roger MOENS","BEL","01:46.5"
"953","M","800M Men","Rome","1960","B","George KERR","BWI","01:47.1"
"954","M","800M Men","Helsinki","1952","G","Mal WHITFIELD","USA","01:49.2"
"955","M","800M Men","Helsinki","1952","S","Arthur WINT","JAM","01:49.4"
"956","M","800M Men","Helsinki","1952","B","Heinz ULZHEIMER","GER","01:49.7"
"957","M","800M Men","Berlin","1936","G","John WOODRUFF","USA","01:52.9"
"958","M","800M Men","Berlin","1936","S","Mario LANZI","ITA","01:53.3"
